,Age,Gender,Country,WorkHoursPerWeek,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,WorkLifeBalanceScore,BurnoutRisk
263,55,2,5,43,7.93,3.53,1.78,1.56,5.7,7.9,119,1,6.9,0,8,1.49,1
264,42,3,2,44,4.34,9.18,6.85,2.32,7.2,3.8,28,0,2.05,1,7,9.99,0
265,51,0,5,32,7.57,4.7,4.61,2.32,8.8,0.7,4,1,3.67,0,5,4.22,1
266,54,2,6,30,4.7,4.47,6.11,2.83,8.0,1.0,3,0,3.82,1,4,9.63,0
267,49,3,1,55,3.52,7.31,3.08,3.58,7.4,0.0,50,1,6.36,0,9,7.96,0
268,54,0,5,53,6.49,1.09,6.84,8.33,8.9,0.0,14,1,6.22,0,1,4.7,0
269,26,3,3,46,7.18,4.04,3.19,9.24,4.9,9.4,93,1,9.31,0,8,2.06,1
270,40,3,0,32,5.13,3.72,5.15,4.66,7.9,9.3,59,1,8.11,0,9,3.13,0
271,25,1,3,43,6.09,8.81,5.31,2.15,6.0,6.7,25,0,8.71,1,7,7.06,0
272,56,3,0,32,7.25,5.76,2.6,3.01,5.8,7.3,22,0,9.02,0,4,8.47,1
273,38,3,3,42,7.91,4.28,8.89,7.63,6.6,5.1,102,1,8.21,0,5,9.81,1
274,49,0,2,44,9.06,3.39,5.73,7.1,4.2,2.4,28,0,4.0,1,8,2.19,1
275,51,0,3,47,4.19,6.31,8.8,9.7,5.6,9.1,85,1,2.94,1,0,2.4,0
276,50,1,2,43,9.56,2.37,3.36,1.13,4.8,2.8,98,0,6.15,1,3,1.38,1
277,27,3,2,50,6.74,3.22,2.55,7.76,4.7,7.4,56,0,7.21,1,4,3.34,0
278,56,1,5,55,8.09,3.64,1.16,5.55,5.7,2.5,61,1,4.48,0,8,8.39,1
279,58,3,6,32,7.3,6.47,1.84,9.12,8.0,8.7,58,0,8.64,0,4,2.78,1
280,45,2,0,48,2.85,4.36,2.33,6.19,5.0,6.5,47,1,9.65,0,4,5.93,0
281,50,2,5,37,1.64,5.55,1.71,5.02,6.7,6.4,110,0,6.12,0,2,5.02,0
282,52,1,5,33,7.54,6.85,9.07,6.99,7.7,1.0,81,0,5.11,1,7,3.93,1
283,56,1,1,33,5.6,9.61,9.2,8.5,5.2,4.2,34,0,8.59,0,6,6.57,0
284,54,1,2,48,7.32,7.88,9.44,3.54,8.6,5.2,45,1,1.22,1,7,5.52,1
285,42,0,2,40,5.29,4.65,9.64,1.97,8.3,2.9,32,0,2.16,0,3,4.01,0
286,53,0,0,30,3.81,7.73,5.43,4.9,5.3,8.8,70,1,8.61,1,7,7.2,0
287,44,0,3,37,3.57,9.55,5.77,2.93,8.9,8.4,97,1,7.59,1,9,3.52,0
288,54,1,3,44,7.57,5.49,2.18,4.87,7.3,4.9,9,0,4.75,1,3,6.79,1
289,24,3,5,30,3.49,4.69,2.23,9.92,5.4,3.4,87,1,9.0,1,0,9.62,0
290,39,2,4,36,7.43,1.7,7.95,6.17,7.4,8.0,88,0,4.16,1,3,7.56,1
291,46,1,4,50,4.46,9.03,8.7,7.24,7.3,2.0,47,1,6.7,1,4,4.77,0
292,52,0,3,49,7.94,3.22,8.06,7.1,7.0,0.7,43,0,6.71,1,9,7.73,1
293,24,0,4,49,2.29,1.58,8.51,8.39,7.6,0.5,90,1,2.66,1,7,8.28,0
294,45,1,1,53,2.84,5.83,3.49,9.5,5.3,0.4,113,1,3.56,0,9,3.93,0
295,53,1,3,40,7.17,8.61,5.19,6.93,8.9,4.9,69,1,9.24,1,5,7.35,1
296,43,0,2,56,6.04,4.66,5.13,5.28,8.3,2.6,62,1,2.65,0,9,4.91,0
297,44,3,5,58,2.83,8.05,9.96,3.86,7.7,6.9,48,0,2.56,1,4,8.37,0
298,23,0,6,43,9.13,8.53,9.54,4.24,4.1,6.5,71,0,5.32,0,2,3.66,1
299,48,0,5,51,3.48,5.09,6.39,4.01,7.0,5.4,84,1,1.83,0,3,9.44,0
300,23,1,3,45,4.79,6.32,2.24,3.92,7.5,3.5,40,1,9.05,1,5,6.17,0
301,47,3,1,43,2.82,5.81,3.33,7.25,8.3,8.5,82,1,1.9,0,5,4.18,0
302,38,0,3,41,4.49,9.45,4.27,6.29,8.7,7.1,97,1,6.55,0,5,4.77,0
303,54,0,5,46,5.42,7.53,8.86,2.82,8.6,2.7,38,0,4.06,0,1,4.13,0
304,30,2,1,43,3.66,9.33,2.54,9.73,6.0,5.0,106,0,8.24,1,7,2.32,0
305,50,1,1,39,7.92,2.98,2.98,4.85,8.5,1.6,22,0,6.31,1,7,1.62,1
306,47,2,1,53,4.55,3.79,4.14,6.09,4.0,3.3,12,1,4.49,1,5,3.9,0
307,56,2,0,58,7.57,1.64,9.34,7.32,5.8,10.0,105,0,9.85,1,3,5.13,1
308,46,0,3,43,2.86,5.5,5.53,6.52,4.6,2.2,110,0,1.6,0,1,4.26,0
309,45,1,4,47,4.39,8.87,6.82,3.8,8.4,7.0,52,1,6.2,0,5,1.13,0
310,34,3,4,51,1.07,3.94,4.49,8.18,8.6,2.4,102,0,9.91,0,5,6.21,0
311,28,0,3,38,7.83,2.15,2.7,1.99,5.3,9.4,91,1,7.22,0,9,2.3,1
312,57,3,3,46,6.63,1.62,3.01,6.12,5.8,3.1,69,1,7.66,1,2,2.9,0
313,41,3,0,35,8.36,5.03,8.22,3.46,8.9,3.5,56,1,1.29,1,1,2.09,1
314,22,1,4,37,5.1,2.48,9.04,6.54,6.8,5.9,75,1,1.19,1,3,5.68,0
315,29,2,3,55,8.2,4.11,5.44,2.96,6.5,5.9,66,1,1.32,1,7,1.86,1
316,37,1,3,42,6.83,8.38,4.21,7.95,6.5,5.8,47,1,9.93,0,4,3.31,0
317,35,3,0,47,1.03,4.46,8.27,3.05,7.5,5.7,19,1,9.82,0,2,5.07,0
318,33,0,0,34,3.28,6.49,7.06,9.01,8.8,3.1,104,0,4.01,0,4,2.51,0
319,44,3,5,35,5.45,5.52,1.37,8.75,5.8,4.3,105,0,3.62,1,8,5.02,0
320,36,0,0,50,6.57,7.47,4.16,4.26,4.9,5.9,61,1,2.31,0,7,4.08,0
321,49,0,6,48,1.59,2.41,7.14,4.47,4.9,6.7,44,0,3.96,0,9,8.75,0
322,55,1,4,33,7.35,9.28,6.16,7.31,4.1,2.5,62,0,4.33,0,6,8.15,1
323,23,3,5,36,5.89,6.79,9.8,1.81,6.8,7.0,7,0,7.73,0,3,9.94,0
324,53,2,6,33,5.73,3.44,8.8,1.73,8.6,9.2,25,1,8.8,0,1,5.76,0
325,44,3,3,54,3.63,2.11,1.54,2.23,7.6,7.6,37,0,7.72,0,8,6.18,0
326,43,3,3,40,6.35,2.35,7.53,6.06,9.0,0.8,91,1,6.82,1,2,9.52,0
327,46,2,5,41,1.25,8.04,4.03,2.34,8.5,4.7,98,1,7.89,0,5,4.6,0
328,43,1,0,43,1.58,6.29,7.14,3.5,6.5,4.4,107,1,7.65,1,6,6.0,0
329,43,3,1,42,7.6,4.43,6.56,6.82,6.4,3.4,104,1,5.28,1,2,4.41,1
330,27,3,1,58,3.9,4.0,5.53,1.14,7.1,4.9,40,1,4.02,1,2,5.91,0
331,36,0,3,39,4.12,8.7,8.68,2.62,4.6,4.4,106,1,3.55,0,2,1.73,0
332,58,3,1,47,2.88,8.87,7.38,9.37,7.0,0.1,101,1,7.11,0,2,8.05,0
333,54,2,2,45,5.01,6.23,9.01,6.97,6.3,2.4,1,0,9.63,1,2,9.87,0
334,29,0,5,34,1.47,5.72,3.53,3.75,7.2,2.1,6,0,6.23,0,6,1.59,0
335,26,1,6,37,3.7,8.35,4.13,1.41,6.8,3.5,104,1,9.21,0,4,8.21,0
336,25,0,5,43,5.74,7.74,6.6,6.27,5.6,1.7,24,0,1.13,0,3,3.18,0
337,27,2,4,34,5.19,4.6,9.7,3.01,7.0,0.7,50,0,8.15,1,5,2.78,0
338,53,2,0,55,10.0,1.74,4.34,9.64,5.8,2.0,49,1,8.68,0,7,7.24,1
339,51,0,0,57,4.5,7.92,1.29,7.18,5.0,8.5,95,0,6.68,0,1,1.4,0
340,56,1,5,53,4.48,2.52,5.01,9.77,7.4,8.0,63,1,9.41,1,2,5.17,0
341,37,0,3,37,5.53,1.15,5.9,8.64,5.5,4.4,11,0,6.31,1,1,1.01,0
342,34,1,3,54,2.71,8.59,8.21,5.35,8.4,8.8,52,1,3.16,0,6,5.99,0
343,51,0,2,55,8.89,6.2,7.56,7.03,5.0,2.3,74,1,2.94,0,1,5.16,1
344,40,2,2,35,6.15,9.02,9.68,8.31,7.0,5.8,9,0,6.0,1,4,9.24,0
345,38,3,0,45,2.73,5.36,8.04,6.2,6.9,1.4,60,1,9.16,1,9,7.48,0
346,40,3,2,57,8.14,9.34,3.69,1.55,5.0,8.3,54,0,1.65,1,8,2.13,1
347,49,1,6,33,1.31,4.19,6.77,5.23,6.2,1.3,98,1,6.44,0,7,4.19,0
348,47,1,2,41,9.84,7.52,7.05,2.18,7.4,0.3,107,1,7.93,0,7,9.38,1
349,58,1,6,40,8.79,3.71,9.98,7.43,5.6,2.7,67,0,2.04,0,2,7.53,1
350,47,2,2,32,6.22,1.01,2.25,7.13,4.6,9.0,41,0,2.05,0,0,6.35,0
351,44,0,0,41,2.0,4.42,2.72,9.94,7.1,1.3,65,0,4.3,0,1,6.03,0
352,30,2,0,59,2.94,7.64,2.4,6.66,5.1,3.3,43,1,3.46,0,6,4.58,0
353,33,3,6,34,3.51,2.35,6.3,8.2,7.4,3.2,27,0,2.78,1,3,6.27,0
354,22,1,5,35,3.17,5.54,2.22,3.41,8.2,8.0,106,1,2.79,0,9,7.94,0
355,22,0,0,48,5.48,2.91,6.9,4.06,4.6,4.2,109,0,2.18,0,4,2.15,0
356,55,3,5,47,9.5,1.67,8.23,9.25,6.2,6.1,110,0,6.5,1,0,9.73,1
357,53,3,3,45,5.0,6.56,4.9,7.8,6.2,4.0,77,0,7.19,1,1,3.15,0
358,46,3,6,52,6.95,9.57,6.05,6.9,7.2,5.5,57,0,7.33,1,8,5.03,0
359,22,2,1,40,7.2,3.8,9.21,3.29,5.7,0.6,107,0,5.79,1,5,1.2,1
360,37,1,0,34,8.84,6.23,6.13,7.29,6.1,3.7,92,1,9.58,1,6,5.95,1
361,26,3,4,38,1.3,9.58,2.88,8.98,4.1,8.6,1,1,8.92,1,4,4.44,0
362,43,1,3,32,4.64,6.85,4.09,3.08,4.6,6.9,54,0,9.62,1,8,3.25,0
363,50,2,5,59,8.06,7.06,5.77,7.36,6.8,9.8,33,0,4.5,1,9,9.87,1
364,24,3,0,37,8.33,2.61,2.39,4.54,5.1,7.9,96,0,8.9,1,4,4.85,1
365,33,2,6,35,9.35,5.43,6.51,2.07,4.7,4.5,19,1,7.87,0,5,4.73,1
366,47,2,1,33,7.33,4.3,9.99,7.87,5.6,6.8,46,1,4.06,0,9,5.17,1
367,37,1,2,41,3.21,5.24,6.87,2.5,4.8,7.8,93,0,1.96,0,8,2.05,0
368,58,3,1,41,5.55,8.21,4.35,3.28,4.3,2.7,117,1,7.14,1,4,4.54,0
369,43,2,4,54,1.29,5.15,3.99,8.05,5.4,0.6,105,1,2.23,0,3,4.03,0
370,50,3,5,50,6.82,1.57,9.38,7.68,4.8,4.1,25,0,3.64,1,4,5.19,0
371,35,1,3,45,5.99,9.15,8.84,3.29,8.0,1.4,83,1,5.5,1,4,8.71,0
372,49,2,1,39,7.0,5.9,5.25,9.47,4.3,2.8,0,1,7.12,1,4,2.74,0
373,26,1,6,51,9.37,9.32,4.18,2.94,7.7,9.5,64,1,9.34,1,0,6.47,1
374,51,3,4,43,7.19,6.15,7.39,9.94,5.9,8.5,88,1,6.34,0,4,1.34,1
375,26,3,6,42,3.88,1.63,3.83,7.64,7.4,5.9,96,0,7.04,0,4,3.85,0
376,33,1,0,38,2.79,5.98,2.07,4.53,4.3,4.0,86,1,3.79,1,0,5.25,0
377,37,0,2,36,8.69,6.18,3.79,2.17,8.6,2.6,74,1,7.19,0,3,1.67,1
378,47,2,3,41,2.75,2.93,4.91,3.88,7.8,5.7,107,1,4.94,0,7,5.9,0
379,47,3,6,34,2.45,5.24,3.3,2.74,4.7,5.3,14,0,8.71,1,3,3.79,0
380,42,3,5,47,2.86,5.13,2.95,6.6,5.1,7.8,13,0,4.53,0,6,9.94,0
381,57,2,0,33,5.58,6.61,1.06,4.21,7.2,9.3,54,0,5.21,0,5,6.68,0
382,54,1,0,31,2.12,3.34,6.68,3.66,8.6,3.3,0,0,4.89,0,4,3.2,0
383,51,1,3,32,9.44,6.24,6.53,7.81,6.2,2.1,32,0,8.3,1,8,1.92,1
384,58,1,0,55,9.7,3.17,2.69,3.08,6.4,4.0,69,0,9.58,0,7,1.37,1
385,44,0,5,41,9.76,5.02,9.49,6.28,5.2,4.4,55,0,3.95,0,4,1.82,1
386,31,0,6,32,1.35,2.1,4.69,2.75,5.9,0.4,22,1,5.28,1,9,7.12,0
387,26,3,3,33,9.52,1.34,1.23,7.43,5.4,8.6,53,1,7.35,0,6,8.69,1
388,57,1,0,35,9.98,3.89,2.98,6.63,5.8,10.0,89,1,9.06,0,8,2.41,1
389,55,2,0,41,9.48,3.47,7.23,8.18,4.1,9.2,2,1,5.44,1,6,4.62,1
390,52,3,5,48,7.04,4.66,2.81,1.62,4.2,8.6,45,0,1.98,1,2,4.19,1
391,31,2,2,39,7.31,9.66,1.49,2.89,7.4,9.9,118,1,4.32,0,9,6.8,1
392,40,3,2,59,2.1,5.7,6.56,2.39,7.4,9.1,5,1,5.95,1,4,2.64,0
393,53,0,1,30,8.87,5.98,5.67,2.72,5.7,6.9,103,0,4.76,0,8,9.58,1
394,22,3,0,46,1.54,9.47,7.85,1.93,8.4,1.7,115,1,2.68,1,8,7.56,0
395,26,0,6,45,3.86,9.29,7.95,6.06,5.3,1.6,24,0,1.33,1,7,9.6,0
396,25,3,3,38,9.92,8.96,9.64,6.34,6.0,0.5,110,0,7.19,1,5,3.5,1
397,37,1,0,54,4.8,1.88,1.51,8.59,7.7,4.1,16,1,9.93,0,6,6.29,0
398,45,2,4,50,2.18,6.71,1.35,4.76,7.7,8.1,27,1,9.27,0,6,7.59,0
399,37,1,3,38,9.72,8.27,9.88,5.79,8.3,4.9,31,0,7.15,1,0,7.4,1
400,23,3,1,56,9.86,8.52,6.8,9.92,4.1,3.7,92,1,8.57,1,7,1.19,1
401,49,3,2,52,2.68,6.2,7.44,5.79,4.9,1.1,22,0,3.3,0,5,9.98,0
402,53,3,0,38,8.78,1.16,1.87,6.16,7.2,0.5,104,1,6.6,1,6,9.35,1
403,48,0,5,41,4.51,9.76,1.63,9.96,5.7,4.0,15,1,1.55,1,9,2.08,0
404,41,2,4,52,4.43,5.25,2.44,9.95,4.2,1.0,95,1,7.36,1,9,5.89,0
405,45,2,0,38,3.36,4.54,4.84,4.82,6.9,1.0,25,0,9.73,0,1,3.83,0
406,33,3,1,44,1.4,4.55,1.99,6.71,6.0,4.0,32,0,8.75,0,6,8.91,0
407,56,3,6,31,3.41,4.82,5.02,5.33,5.8,5.0,57,1,5.81,1,7,7.28,0
408,54,0,4,40,1.48,3.18,6.05,7.49,5.3,1.9,47,1,8.1,1,4,3.01,0
409,54,1,1,40,9.32,3.95,1.0,9.45,4.0,6.8,82,0,9.5,0,0,1.3,1
410,58,1,0,37,6.96,9.87,2.03,3.79,4.9,4.2,54,0,2.94,0,5,3.63,0
411,33,2,6,52,8.98,4.31,4.38,8.37,6.4,0.9,40,0,8.14,1,2,1.34,1
412,24,0,4,35,7.46,5.74,1.48,6.89,5.4,6.4,61,0,3.43,1,4,2.27,1
413,22,3,6,50,2.18,8.63,2.2,3.52,8.4,3.6,16,1,8.89,1,8,6.73,0
414,54,2,6,49,9.47,5.75,3.09,8.18,4.7,0.5,101,0,1.89,0,6,7.71,1
415,31,0,4,36,9.1,3.92,4.87,4.84,8.4,9.5,58,0,2.6,1,7,5.21,1
416,50,1,4,32,4.13,5.71,7.43,2.08,6.0,5.7,13,0,7.49,0,5,6.4,0
417,34,0,6,37,2.0,2.03,2.19,9.94,5.4,4.8,81,0,2.57,1,8,2.4,0
418,33,1,1,47,7.34,2.17,7.64,4.83,5.5,8.6,20,1,2.42,1,2,3.85,1
419,52,0,2,46,7.56,7.25,8.7,5.87,5.7,9.4,62,1,6.0,1,0,7.42,1
420,23,2,4,40,9.07,9.26,6.86,8.27,6.5,2.2,45,1,8.51,0,9,4.28,1
421,56,1,0,31,1.47,7.53,1.39,9.65,5.8,8.1,54,0,3.42,0,3,4.14,0
422,44,2,3,54,2.28,1.67,4.97,8.86,7.2,8.3,61,0,8.57,1,7,2.75,0
423,38,2,5,50,6.38,4.63,6.94,5.73,6.1,0.5,38,1,8.27,1,5,6.35,0
424,47,1,6,56,6.57,1.02,9.81,5.91,7.4,7.1,41,1,6.21,1,6,8.29,0
425,29,1,6,53,1.3,5.6,9.57,3.53,7.0,0.6,47,0,6.82,0,8,5.23,0
426,50,3,5,48,4.57,2.74,4.56,5.17,5.2,5.9,102,0,1.36,1,1,2.04,0
427,47,3,2,36,6.26,8.81,6.54,9.52,8.1,6.7,27,1,4.3,1,6,8.55,0
428,31,3,5,47,7.64,1.94,9.02,7.54,8.0,3.7,83,0,3.37,0,3,1.64,1
429,47,2,4,37,3.85,1.01,8.48,1.11,8.9,8.8,5,1,2.35,0,6,5.25,0
430,55,2,5,43,5.36,5.06,5.31,2.05,4.9,8.0,58,0,4.51,1,7,3.35,0
431,28,3,6,36,8.33,2.4,3.35,9.31,8.2,9.3,89,1,4.19,0,1,9.43,1
432,25,2,5,57,9.59,7.64,2.23,8.64,8.4,3.1,69,0,7.56,0,6,7.64,1
433,32,2,3,50,3.07,9.28,5.39,5.38,7.2,0.2,38,0,6.38,0,7,6.1,0
434,50,1,0,57,3.28,1.38,7.51,6.55,6.5,8.1,56,0,9.22,0,0,7.01,0
435,57,1,4,56,9.46,4.56,9.73,3.61,8.8,2.2,53,1,2.31,0,9,5.79,1
436,46,2,5,33,4.56,9.97,8.76,8.14,8.9,4.7,59,0,1.54,0,4,2.33,0
437,42,3,6,46,7.47,7.59,2.84,6.43,7.2,8.2,89,0,5.81,0,8,7.38,1
438,57,0,1,34,6.51,9.58,7.48,7.25,5.8,2.2,16,0,1.01,0,1,5.43,0
439,31,3,0,41,3.57,2.48,3.6,4.37,8.1,3.1,39,1,8.09,1,5,6.71,0
440,58,0,4,38,6.88,2.99,7.15,4.87,4.4,4.4,65,0,5.55,1,1,1.41,0
441,30,3,6,55,6.9,2.39,6.99,2.87,5.5,2.7,114,1,5.39,0,2,2.28,0
442,45,1,2,49,6.33,3.72,3.45,9.53,8.9,4.6,84,0,4.26,0,5,6.3,0
443,56,2,3,42,1.9,7.52,3.11,9.52,8.1,0.1,53,1,4.37,1,4,5.13,0
444,56,2,2,54,9.96,2.48,1.94,8.36,8.7,2.1,70,1,4.88,1,3,3.04,1
445,57,1,3,57,4.6,5.72,1.45,9.42,7.0,8.3,43,0,1.14,1,6,3.17,0
446,39,0,5,47,6.74,3.42,8.73,6.99,6.0,4.1,83,1,1.75,1,2,6.68,0
447,53,0,4,49,8.97,8.46,1.45,3.11,8.9,6.4,66,0,5.55,1,9,1.53,1
448,45,0,5,38,4.81,1.06,1.8,7.84,5.5,2.3,56,0,2.35,0,6,4.91,0
449,44,1,3,33,7.97,3.01,3.15,3.93,7.8,6.5,35,0,8.01,0,8,5.71,1
450,53,0,3,50,9.75,6.45,8.99,4.96,6.8,10.0,56,0,3.47,1,1,3.77,1
451,58,1,3,56,4.23,1.87,4.0,3.47,5.1,6.0,42,1,1.88,0,4,8.38,0
452,33,3,0,37,4.65,5.2,2.73,4.81,4.1,6.3,43,1,3.12,1,0,1.51,0
453,34,3,6,30,9.15,4.93,7.44,7.11,5.9,1.1,61,1,4.21,1,6,8.79,1
454,44,1,4,46,2.44,8.67,3.87,2.0,6.7,4.0,114,1,1.32,0,1,7.51,0
455,46,2,5,54,1.26,6.63,4.0,1.95,4.9,8.6,82,1,2.28,0,4,5.02,0
456,56,3,5,38,9.18,6.76,7.65,7.15,6.1,8.3,60,0,3.91,0,0,9.32,1
457,51,0,2,49,8.39,9.57,3.26,8.02,7.1,5.2,93,0,3.79,0,0,7.32,1
458,38,1,3,42,9.75,9.84,9.07,5.96,7.6,9.0,10,1,8.2,1,3,9.38,1
459,41,0,1,31,1.52,6.88,6.05,2.63,4.3,1.4,76,1,8.59,0,6,5.25,0
460,46,0,3,42,2.41,5.7,5.84,4.88,7.3,6.6,119,0,2.74,1,6,5.08,0
461,43,2,3,38,1.95,6.47,3.38,7.82,4.3,2.5,32,1,2.12,0,7,5.78,0
462,34,0,1,59,7.15,4.44,8.52,7.17,4.1,6.5,101,1,6.71,0,8,1.59,1
463,40,2,5,49,6.45,9.89,6.15,1.99,4.8,0.9,117,1,8.24,1,3,9.18,0
464,57,3,2,35,4.23,7.35,2.4,9.72,7.3,9.4,111,1,9.67,1,1,7.01,0
465,33,1,6,57,1.52,3.62,2.86,3.01,4.3,7.9,65,0,1.06,1,9,6.56,0
466,40,0,1,30,6.76,1.52,5.21,2.98,4.1,2.0,109,0,4.72,0,9,9.34,0
467,33,1,0,57,6.13,1.4,8.02,5.14,4.6,6.4,119,1,7.61,1,2,9.94,0
468,30,0,4,54,2.02,2.84,9.45,3.95,8.7,7.6,22,0,8.46,0,8,2.47,0
469,28,1,1,34,9.18,3.1,6.97,9.86,8.5,2.1,113,1,1.56,1,7,7.74,1
470,49,0,6,32,2.79,4.74,5.56,1.69,4.4,0.9,48,0,7.13,1,5,6.22,0
471,35,0,5,33,7.69,2.93,3.26,3.76,5.5,3.5,19,1,3.6,0,2,5.15,1
472,52,0,0,30,8.97,6.68,7.06,4.44,8.7,1.4,113,0,1.67,0,9,9.8,1
473,40,0,0,43,6.22,2.9,9.84,5.44,4.5,5.7,114,0,5.4,1,7,8.65,0
474,37,0,0,38,3.22,2.69,5.29,1.15,4.5,4.2,93,0,2.42,1,1,7.27,0
475,26,0,3,59,3.78,5.24,2.46,1.74,4.4,4.6,14,1,7.63,0,3,4.44,0
476,56,0,4,53,8.97,9.0,1.93,3.32,8.9,5.4,65,0,7.67,0,3,6.99,1
477,33,0,5,33,3.68,5.21,3.42,5.99,7.7,9.8,29,0,8.58,1,8,5.79,0
478,46,0,5,47,7.72,4.72,6.12,7.91,5.1,7.9,88,1,4.4,1,7,3.24,1
479,42,1,0,43,9.91,6.2,9.52,7.18,4.2,6.3,3,1,1.12,0,6,5.05,1
480,57,2,5,54,10.0,3.31,3.69,6.1,8.8,3.6,63,1,3.34,1,3,2.91,1
481,44,0,4,33,5.8,4.18,3.75,4.58,6.1,0.3,64,1,5.21,1,6,5.5,0
482,37,2,4,54,8.44,2.92,5.33,8.84,7.0,1.2,7,1,7.25,0,0,7.48,1
483,35,0,2,39,9.91,6.15,9.27,5.14,5.4,7.3,51,0,4.44,1,7,1.33,1
484,52,0,1,32,4.37,7.28,4.77,3.69,7.8,3.7,13,1,5.82,0,7,7.89,0
485,26,1,1,52,3.27,7.06,3.01,6.66,5.0,3.3,57,1,5.72,0,8,1.18,0
486,56,3,2,36,2.03,3.29,2.47,7.23,7.9,8.9,10,0,2.48,1,8,5.66,0
487,44,3,6,39,2.27,8.02,5.11,4.59,5.2,4.8,58,1,6.61,0,0,6.16,0
488,50,1,1,42,8.68,3.3,8.21,1.25,4.5,9.0,23,1,4.95,0,9,7.85,1
489,32,2,4,33,6.3,2.35,3.62,1.85,6.4,8.9,87,0,8.27,0,6,7.85,0
490,39,3,4,47,8.86,4.15,5.61,8.61,8.1,0.8,31,0,7.22,1,0,4.76,1
491,33,1,1,40,8.11,6.38,6.43,1.51,5.9,9.5,88,1,2.0,1,5,1.6,1
492,30,1,4,54,7.06,2.28,5.05,6.33,4.1,0.8,45,1,5.4,1,4,7.24,1
493,31,3,2,33,6.48,6.83,2.73,2.65,6.8,9.6,27,0,7.32,0,1,5.6,0
494,38,2,0,53,1.44,8.77,9.3,3.06,7.4,4.5,15,1,1.78,0,2,4.0,0
495,59,1,0,43,8.85,3.64,6.09,3.46,7.7,7.6,41,0,8.13,1,7,3.11,1
496,28,0,5,47,4.76,5.05,7.56,1.34,6.0,7.1,102,0,3.0,1,1,2.08,0
497,34,2,0,37,6.04,3.05,6.72,2.6,4.5,5.2,15,0,5.53,0,3,3.66,0
498,30,2,3,56,1.2,4.25,9.98,6.85,6.9,6.2,99,1,9.47,1,2,5.13,0
499,48,3,2,39,9.42,1.2,5.11,5.49,5.6,9.5,11,1,6.14,0,6,5.3,1
500,23,3,4,34,9.12,9.58,4.82,8.18,8.7,9.3,75,1,4.82,1,7,6.24,1
501,26,0,1,52,5.89,4.74,4.24,1.55,6.5,6.5,61,0,1.06,1,3,4.26,0
502,50,1,0,36,6.2,8.1,4.25,9.0,6.4,6.6,33,1,2.2,1,5,9.28,0
503,58,3,2,41,7.35,2.28,3.48,9.97,5.5,2.5,37,1,6.21,1,2,5.46,1
504,59,3,0,54,3.38,8.31,9.83,1.14,5.7,8.3,83,0,5.44,0,6,4.81,0
505,40,2,6,32,3.0,8.74,8.84,9.71,6.6,6.3,46,1,4.27,1,7,1.43,0
506,29,3,4,55,7.07,7.44,3.85,3.12,5.5,8.3,78,1,9.31,0,6,6.39,1
507,22,3,6,33,1.94,9.13,3.75,7.23,8.5,6.6,21,0,3.99,0,3,6.43,0
508,43,3,4,39,5.09,2.5,1.93,3.63,6.2,3.0,79,0,5.83,1,9,6.25,0
509,38,3,2,33,5.43,5.29,8.89,5.7,5.5,1.9,87,0,6.12,0,8,8.99,0
510,28,2,5,44,4.43,6.58,4.35,5.59,4.8,0.8,2,1,5.75,0,9,7.87,0
511,46,0,0,58,2.67,6.37,6.15,4.25,7.4,5.9,0,1,5.3,1,7,8.81,0
512,25,0,0,39,4.2,8.75,9.1,7.46,4.1,2.8,52,1,4.03,1,5,1.53,0
513,57,1,3,50,4.04,2.94,4.67,6.4,6.2,6.3,63,0,9.18,1,1,3.86,0
514,27,3,1,59,5.49,2.58,8.26,5.57,6.8,0.6,43,1,5.06,1,9,3.87,0
515,52,2,6,51,7.07,3.28,4.87,9.85,5.7,3.8,46,1,5.76,1,6,6.91,1
516,40,1,0,45,9.71,9.02,7.31,9.46,7.7,2.6,114,1,6.91,1,8,5.04,1
517,48,1,2,44,2.3,9.47,4.88,9.6,7.4,3.7,37,0,1.61,0,8,8.0,0
518,31,0,5,48,8.86,6.13,4.53,8.93,8.9,0.5,62,1,8.03,0,8,4.46,1
519,47,2,1,58,3.56,5.51,9.92,3.3,6.5,7.2,114,0,5.61,1,8,2.99,0
520,40,2,2,49,6.32,6.45,6.51,4.15,6.7,1.2,80,1,6.91,0,5,3.62,0
521,24,2,6,48,5.92,6.55,4.31,3.08,5.2,0.1,40,0,7.95,0,0,2.64,0
522,34,0,3,47,6.01,2.53,3.32,9.88,5.9,9.5,20,0,8.87,0,5,2.78,0
523,49,0,0,55,7.51,7.18,1.36,2.37,4.1,1.9,44,1,4.53,1,4,2.95,1
524,41,0,2,41,4.44,5.07,7.36,4.3,7.4,8.3,110,1,8.3,1,6,1.14,0
525,49,0,1,54,3.87,5.66,4.35,2.79,5.6,9.6,111,0,3.33,1,7,7.44,0
526,29,0,4,45,8.68,1.27,8.39,3.01,6.7,5.3,12,0,6.94,1,0,4.6,1
527,22,3,5,30,2.98,7.88,4.27,3.22,5.3,5.3,65,1,1.92,0,9,1.2,0
528,24,3,1,45,2.62,8.52,4.36,6.76,7.1,3.7,65,0,1.18,1,3,4.33,0
